,Accuracy,Precision,Recall,F1,AUC,N,Contamination
LSCP,0.9471666666666667,0.7483333333333333,0.7300813008130081,0.7390946502057612,0.9830628590408467,6000.0,0.1
GODE,0.9946666666666667,0.9858333333333333,0.9874791318864775,0.9866555462885738,0.9997024055780875,6000.0,0.2
LOF,0.6916666666666667,0.22833333333333333,0.2287145242070117,0.22852376980817346,0.4773908200464609,6000.0,0.2
KNN,0.933,0.8316666666666667,0.8330550918196995,0.8323603002502084,0.9686754058374398,6000.0,0.2
CBLOF,0.9153333333333333,0.7875,0.7888146911519198,0.7881567973311092,0.9406087057493434,6000.0,0.2
OCSVM,0.874,0.8683333333333333,0.4348914858096828,0.5795328142380423,0.8577003251983905,6000.0,0.2
MCD,0.9973333333333333,0.9925,0.9941569282136895,0.993327773144287,0.9999501112154855,6000.0,0.2
Feature Bagging,0.693,0.23166666666666666,0.23205342237061768,0.23185988323603002,0.49861406523019414,6000.0,0.2
ABOD,0.9036666666666666,0.7583333333333333,0.7595993322203672,0.7589658048373643,0.92798475732496,6000.0,0.2
Isolation Forest,0.9383333333333334,0.845,0.8464106844741235,0.8457047539616346,0.9822063914659932,6000.0,0.2
HBOS,0.8478333333333333,0.6318223866790009,0.5701168614357263,0.5993856954804739,0.7941859923418109,6000.0,0.2
SOS,0.6796666666666666,0.19833333333333333,0.1986644407345576,0.19849874895746455,0.5009795236959558,6000.0,0.2
LSCP,0.8993333333333333,0.7475,0.7487479131886478,0.7481234361968307,0.9636150838653066,6000.0,0.2
GODE,0.9991428571428571,0.9142857142857143,1.0,0.955223880597015,0.9999909890426759,7000.0,0.01
LOF,0.9954285714285714,0.7285714285714285,0.796875,0.7611940298507462,0.9978103373702422,7000.0,0.01
KNN,0.9985714285714286,0.8857142857142857,0.96875,0.9253731343283582,0.9995291774798155,7000.0,0.01
CBLOF,0.9888571428571429,0.4,0.4375,0.41791044776119407,0.9753392625432525,7000.0,0.01
OCSVM,0.9042857142857142,0.06714285714285714,0.734375,0.12303664921465968,0.9149298046424451,7000.0,0.01
MCD,0.9991428571428571,0.9142857142857143,1.0,0.955223880597015,0.9999864835640139,7000.0,0.01
Feature Bagging,0.9974285714285714,0.8285714285714286,0.90625,0.8656716417910447,0.999317419982699,7000.0,0.01
ABOD,0.9968571428571429,0.8,0.875,0.8358208955223881,0.9986078070934257,7000.0,0.01
Isolation Forest,0.992,0.5571428571428572,0.609375,0.582089552238806,0.9922393130046137,7000.0,0.01
HBOS,0.9925714285714285,0.6304347826086957,0.453125,0.5272727272727272,0.7826388137975779,7000.0,0.01
SOS,0.9831428571428571,0.11428571428571428,0.125,0.11940298507462688,0.5313040657439446,7000.0,0.01
LSCP,0.9974285714285714,0.8285714285714286,0.90625,0.8656716417910447,0.9995697267877739,7000.0,0.01
GODE,0.9961428571428571,1.0,0.9283819628647215,0.9628610729023384,0.9999247057617314,7000.0,0.05
LOF,0.9212857142857143,0.25142857142857145,0.23342175066312998,0.24209078404401652,0.6111533194946795,7000.0,0.05
KNN,0.9861428571428571,0.9,0.8355437665782494,0.8665749656121046,0.9958303813052416,7000.0,0.05
CBLOF,0.9681428571428572,0.72,0.6684350132625995,0.6932599724896836,0.9838385723571623,7000.0,0.05
OCSVM,0.9198571428571428,0.36857142857142855,0.6843501326259946,0.479108635097493,0.8859336345369866,7000.0,0.05
MCD,0.9961428571428571,1.0,0.9283819628647215,0.9628610729023384,0.9999547433567854,7000.0,0.05
Feature Bagging,0.9224285714285714,0.26285714285714284,0.2440318302387268,0.25309491059147177,0.6173134294883476,7000.0,0.05
ABOD,0.9747142857142858,0.7857142857142857,0.7294429708222812,0.7565337001375514,0.9849828044780847,7000.0,0.05
Isolation Forest,0.9841428571428571,0.88,0.8169761273209549,0.8473177441540578,0.9964884048875573,7000.0,0.05
HBOS,0.9561428571428572,0.6029411764705882,0.5437665782493368,0.5718270571827058,0.8163253127614523,7000.0,0.05
SOS,0.9067142857142857,0.10571428571428572,0.09814323607427056,0.1017881705639615,0.5021733201274716,7000.0,0.05
LSCP,0.9747142857142858,0.7857142857142857,0.7294429708222812,0.7565337001375514,0.993163843866984,7000.0,0.05
GODE,0.995,0.9971428571428571,0.9548563611491108,0.9755415793151643,0.9999282073058777,7000.0,0.1
LOF,0.8232857142857143,0.13857142857142857,0.1326949384404925,0.13556953179594686,0.5012301863620503,7000.0,0.1
KNN,0.9665714285714285,0.8555078683834049,0.8180574555403557,0.8363636363636363,0.9870540751737155,7000.0,0.1
CBLOF,0.9621428571428572,0.8328571428571429,0.7975376196990424,0.8148148148148148,0.9684620586522308,7000.0,0.1
OCSVM,0.9218571428571428,0.6314285714285715,0.6046511627906976,0.6177498252969952,0.8769309561586676,7000.0,0.1
MCD,0.995,0.9971428571428571,0.9548563611491108,0.9755415793151643,0.9999177329918416,7000.0,0.1
Feature Bagging,0.8284285714285714,0.16428571428571428,0.1573187414500684,0.16072676450034942,0.5184868369513724,7000.0,0.1
ABOD,0.953,0.7871428571428571,0.7537619699042407,0.7700908455625437,0.9651447561110529,7000.0,0.1
Isolation Forest,0.9741428571428571,0.8928571428571429,0.8549931600547196,0.8735150244584208,0.9927493743233975,7000.0,0.1
HBOS,0.9227142857142857,0.6702508960573477,0.5116279069767442,0.5802948021722265,0.8104601955336217,7000.0,0.1
SOS,0.8221428571428572,0.13285714285714287,0.12722298221614228,0.12997903563941302,0.5019727715842335,7000.0,0.1
LSCP,0.9492857142857143,0.7685714285714286,0.7359781121751026,0.7519217330538085,0.9801860892817436,7000.0,0.1
GODE,0.9944285714285714,0.9771428571428571,0.9949090909090909,0.9859459459459459,0.9997756767676769,7000.0,0.2
LOF,0.701,0.24357142857142858,0.248,0.24576576576576578,0.49023922424242417,7000.0,0.2
KNN,0.9295714285714286,0.815,0.8298181818181818,0.8223423423423423,0.9693610020202019,7000.0,0.2
CBLOF,0.9264285714285714,0.8071428571428572,0.8218181818181818,0.8144144144144144,0.9497720242424244,7000.0,0.2
OCSVM,0.8758571428571429,0.8614285714285714,0.43854545454545457,0.5812048192771084,0.8744484202020202,7000.0,0.2
MCD,0.9955714285714286,0.98,0.9978181818181818,0.9888288288288287,0.9999040646464646,7000.0,0.2
Feature Bagging,0.6972857142857143,0.2342857142857143,0.23854545454545453,0.2363963963963964,0.5096102787878788,7000.0,0.2
ABOD,0.8978571428571429,0.7357142857142858,0.7490909090909091,0.7423423423423425,0.9200186181818183,7000.0,0.2
Isolation Forest,0.9421428571428572,0.8464285714285714,0.8618181818181818,0.854054054054054,0.9832957414141413,7000.0,0.2
HBOS,0.8805714285714286,0.7251461988304093,0.6312727272727273,0.6749611197511665,0.8094061252525253,7000.0,0.2
SOS,0.687,0.20857142857142857,0.21236363636363637,0.21045045045045044,0.5011538747474747,7000.0,0.2
LSCP,0.8884285714285715,0.7121428571428572,0.7250909090909091,0.7185585585585587,0.951469511111111,7000.0,0.2
GODE,0.999125,0.95,0.9620253164556962,0.9559748427672956,0.9999280873307456,8000.0,0.01
LOF,0.996875,0.8375,0.8481012658227848,0.8427672955974843,0.9989820362152202,8000.0,0.01
KNN,0.998625,0.925,0.9367088607594937,0.9308176100628932,0.999641235683386,8000.0,0.01
CBLOF,0.988375,0.4125,0.4177215189873418,0.41509433962264153,0.9805819812419797,8000.0,0.01
OCSVM,0.904375,0.07125,0.7215189873417721,0.1296928327645051,0.8721328818283076,8000.0,0.01
MCD,0.999375,0.9625,0.9746835443037974,0.9685534591194969,0.9999744310509318,8000.0,0.01
Feature Bagging,0.997875,0.8875,0.8987341772151899,0.8930817610062892,0.9994390811798153,8000.0,0.01
ABOD,0.995375,0.7625,0.7721518987341772,0.7672955974842767,0.9980663482267135,8000.0,0.01
Isolation Forest,0.991375,0.5625,0.569620253164557,0.5660377358490567,0.9943061146543637,8000.0,0.01
HBOS,0.99225,0.7931034482758621,0.2911392405063291,0.42592592592592593,0.8386950886843018,8000.0,0.01
SOS,0.981125,0.05,0.05063291139240506,0.05031446540880503,0.47136037995458313,8000.0,0.01
LSCP,0.997375,0.8625,0.8734177215189873,0.8679245283018868,0.9997906542295036,8000.0,0.01
GODE,0.996875,0.985,0.9539951573849879,0.9692496924969248,0.9998330903089936,8000.0,0.05
LOF,0.924875,0.265,0.2566585956416465,0.2607626076260763,0.6794242477335546,8000.0,0.05
KNN,0.988375,0.9,0.8716707021791767,0.8856088560885608,0.996638668603202,8000.0,0.05
CBLOF,0.964875,0.665,0.6440677966101694,0.6543665436654366,0.968814057178856,8000.0,0.05
OCSVM,0.923125,0.37375,0.7239709443099274,0.4929925803792251,0.9067274817923229,8000.0,0.05
MCD,0.996875,0.985,0.9539951573849879,0.9692496924969248,0.9999071305543348,8000.0,0.05
Feature Bagging,0.926125,0.2775,0.2687651331719128,0.2730627306273063,0.668478737843597,8000.0,0.05
ABOD,0.978375,0.8,0.774818401937046,0.7872078720787209,0.98929544004639,8000.0,0.05
Isolation Forest,0.983125,0.8475,0.8208232445520581,0.8339483394833949,0.9945025117834092,8000.0,0.05
HBOS,0.968125,0.9593023255813954,0.39951573849878935,0.5641025641025641,0.7933479307506692,8000.0,0.05
SOS,0.908125,0.0975,0.09443099273607748,0.0959409594095941,0.5185568151971434,8000.0,0.05
LSCP,0.971625,0.7325,0.7094430992736077,0.7207872078720787,0.990603271621427,8000.0,0.05
GODE,0.997875,0.985,0.9936948297604036,0.9893283113622098,0.9998703446330639,8000.0,0.1
LOF,0.831125,0.15125,0.15258511979823455,0.15191462649089768,0.50236590424295,8000.0,0.1
KNN,0.97375,0.8648310387984981,0.8713745271122321,0.8680904522613065,0.9906074222710826,8000.0,0.1
CBLOF,0.961625,0.80375,0.8108448928121059,0.8072818581293157,0.9693442920405777,8000.0,0.1
OCSVM,0.926625,0.62875,0.6343001261034048,0.6315128688010044,0.8891831554406875,8000.0,0.1
MCD,0.997875,0.985,0.9936948297604036,0.9893283113622098,0.9999256362605293,8000.0,0.1
Feature Bagging,0.838375,0.1875,0.18915510718789408,0.18832391713747645,0.5222105242713622,8000.0,0.1
ABOD,0.956375,0.7775,0.7843631778058008,0.780916509730069,0.9708991066027827,8000.0,0.1
Isolation Forest,0.976375,0.8775,0.8852459016393442,0.8813559322033897,0.9939051479129772,8000.0,0.1
HBOS,0.929,0.7019748653500898,0.4930643127364439,0.5792592592592593,0.8037452553747049,8000.0,0.1
SOS,0.823375,0.1125,0.11349306431273644,0.11299435028248588,0.5033275586244352,8000.0,0.1
LSCP,0.947125,0.73125,0.7377049180327869,0.7344632768361583,0.9788754487851676,8000.0,0.1
GODE,0.99475,0.978125,0.9955470737913485,0.9867591424968474,0.9997666459240822,8000.0,0.2
LOF,0.7045,0.2525,0.25699745547073793,0.2547288776796974,0.48548375348942524,8000.0,0.2
KNN,0.9335,0.825,0.8396946564885496,0.8322824716267339,0.9697170636258988,8000.0,0.2
CBLOF,0.9095,0.765,0.7786259541984732,0.7717528373266079,0.9393834583430315,8000.0,0.2
OCSVM,0.874,0.8525,0.43384223918575066,0.5750421585160204,0.8597369808614032,8000.0,0.2
MCD,0.99575,0.980625,0.9980916030534351,0.9892812105926859,0.9999160796198565,8000.0,0.2
Feature Bagging,0.7005,0.2425,0.24681933842239187,0.24464060529634302,0.5119013547599481,8000.0,0.2
ABOD,0.90175,0.745625,0.7589058524173028,0.7522068095838587,0.9318417079539104,8000.0,0.2
Isolation Forest,0.947,0.85875,0.8740458015267175,0.8663303909205549,0.9848511838315512,8000.0,0.2
HBOS,0.8555,0.6450488145048815,0.5884223918575063,0.6154357950765136,0.8041887155589967,8000.0,0.2
SOS,0.68275,0.198125,0.20165394402035625,0.19987389659520807,0.504343671374125,8000.0,0.2
LSCP,0.90425,0.751875,0.7652671755725191,0.7585119798234552,0.9626766088566086,8000.0,0.2
GODE,0.9991111111111111,0.9222222222222223,0.9880952380952381,0.9540229885057472,0.9999586083872759,9000.0,0.01
LOF,0.9951111111111111,0.7222222222222222,0.7738095238095238,0.7471264367816092,0.9953761562947296,9000.0,0.01
KNN,0.9984444444444445,0.8888888888888888,0.9523809523809523,0.9195402298850575,0.9996328163387382,9000.0,0.01
CBLOF,0.9882222222222222,0.37777777777777777,0.40476190476190477,0.39080459770114945,0.9688147578457134,9000.0,0.01
OCSVM,0.906,0.07666666666666666,0.8214285714285714,0.14024390243902438,0.9373771603751416,9000.0,0.01
MCD,0.9991111111111111,0.9222222222222223,0.9880952380952381,0.9540229885057472,0.999958608387276,9000.0,0.01
Feature Bagging,0.9957777777777778,0.7555555555555555,0.8095238095238095,0.7816091954022989,0.9983349889978423,9000.0,0.01
ABOD,0.9966666666666667,0.8,0.8571428571428571,0.8275862068965518,0.9984297891431135,9000.0,0.01
Isolation Forest,0.9902222222222222,0.4777777777777778,0.5119047619047619,0.49425287356321834,0.9923839432587749,9000.0,0.01
HBOS,0.9925555555555555,0.6888888888888889,0.36904761904761907,0.4806201550387597,0.7464543410455253,9000.0,0.01
SOS,0.9822222222222222,0.07777777777777778,0.08333333333333333,0.08045977011494254,0.5132813668311649,9000.0,0.01
LSCP,0.998,0.8666666666666667,0.9285714285714286,0.896551724137931,0.9996835544446582,9000.0,0.01
GODE,0.9978888888888889,0.9644444444444444,0.9931350114416476,0.9785794813979708,0.9997733850948857,9000.0,0.05
LOF,0.9252222222222222,0.23777777777777778,0.2448512585812357,0.24126268320180386,0.6666876891185561,9000.0,0.05
KNN,0.9881111111111112,0.8666666666666667,0.8924485125858124,0.8793686583990982,0.9961968513889916,9000.0,0.05
CBLOF,0.9681111111111111,0.6666666666666666,0.6864988558352403,0.6764374295377678,0.9781848413334898,9000.0,0.05
OCSVM,0.9238888888888889,0.3622222222222222,0.7459954233409611,0.487658937920718,0.9272673048406066,9000.0,0.05
MCD,0.9976666666666667,0.9622222222222222,0.9908466819221968,0.9763246899661783,0.9997407824788197,9000.0,0.05
Feature Bagging,0.927,0.25555555555555554,0.2631578947368421,0.25930101465614436,0.6676441216013443,9000.0,0.05
ABOD,0.9807777777777777,0.7933333333333333,0.816933638443936,0.8049605411499436,0.9872181710947878,9000.0,0.05
Isolation Forest,0.983,0.8155555555555556,0.8398169336384439,0.8275084554678693,0.9943399720632993,9000.0,0.05
HBOS,0.9728888888888889,0.9753694581280788,0.45308924485125857,0.61875,0.8138020502769754,9000.0,0.05
SOS,0.9096666666666666,0.08222222222222222,0.08466819221967964,0.0834272829763247,0.5003753309365957,9000.0,0.05
LSCP,0.9814444444444445,0.8,0.8237986270022883,0.8117249154453214,0.993456227380265,9000.0,0.05
GODE,0.9963333333333333,0.97,0.9931740614334471,0.9814502529510961,0.9998694377797473,9000.0,0.1
LOF,0.8327777777777777,0.15222222222222223,0.1558589306029579,0.15401911186059586,0.5003004191859781,9000.0,0.1
KNN,0.9741111111111111,0.8588888888888889,0.8794084186575654,0.8690275435637999,0.9885047109566778,9000.0,0.1
CBLOF,0.9616666666666667,0.7966666666666666,0.8156996587030717,0.8060708263069138,0.9709934734299577,9000.0,0.1
OCSVM,0.9292222222222222,0.6344444444444445,0.6496018202502845,0.6419336706014616,0.8962274102493304,9000.0,0.1
MCD,0.9963333333333333,0.97,0.9931740614334471,0.9814502529510961,0.9998837267781012,9000.0,0.1
Feature Bagging,0.8341111111111111,0.15888888888888889,0.1626848691695108,0.1607644744238336,0.5198827909887973,9000.0,0.1
ABOD,0.957,0.7733333333333333,0.7918088737201365,0.7824620573355818,0.9714617883465932,9000.0,0.1
Isolation Forest,0.9734444444444444,0.8555555555555555,0.875995449374289,0.8656548622821809,0.9925805076488867,9000.0,0.1
HBOS,0.9184444444444444,0.5860023724792408,0.5620022753128555,0.5737514518002323,0.8032213005818283,9000.0,0.1
SOS,0.8276666666666667,0.12666666666666668,0.1296928327645051,0.1281618887015177,0.5083009974701469,9000.0,0.1
LSCP,0.9481111111111111,0.7288888888888889,0.7463026166097838,0.7374929735806632,0.9803648149385593,9000.0,0.1
GODE,0.9925555555555555,0.9688888888888889,0.9937321937321937,0.9811533052039381,0.9997002746761201,9000.0,0.2
LOF,0.7016666666666667,0.24166666666666667,0.24786324786324787,0.24472573839662445,0.4835230112524799,9000.0,0.2
KNN,0.9352222222222222,0.8255555555555556,0.8467236467236468,0.8360056258790436,0.9679580180063272,9000.0,0.2
CBLOF,0.9172222222222223,0.7805555555555556,0.8005698005698005,0.7904360056258791,0.9480444121990016,9000.0,0.2
OCSVM,0.8747777777777778,0.8488888888888889,0.43532763532763535,0.5755178907721281,0.8657656031569075,9000.0,0.2
MCD,0.9943333333333333,0.9733333333333334,0.9982905982905983,0.9856540084388187,0.9999427446770441,9000.0,0.2
Feature Bagging,0.6994444444444444,0.2361111111111111,0.24216524216524216,0.2390998593530239,0.5062378809238712,9000.0,0.2
ABOD,0.9016666666666666,0.7416666666666667,0.7606837606837606,0.751054852320675,0.924779010576112,9000.0,0.2
Isolation Forest,0.9374444444444444,0.8311111111111111,0.8524216524216525,0.8416315049226442,0.9808803399141564,9000.0,0.2
HBOS,0.8796666666666667,0.7273342354533153,0.6125356125356125,0.6650170120630994,0.7972698334050992,9000.0,0.2
SOS,0.6834444444444444,0.19611111111111112,0.20113960113960114,0.19859353023909984,0.5034609977605147,9000.0,0.2
LSCP,0.8985555555555556,0.7338888888888889,0.7527065527065527,0.7431786216596343,0.9567576813953625,9000.0,0.2
GODE,0.9985,0.86,0.9885057471264368,0.9197860962566845,0.9997321524852424,10000.0,0.01
LOF,0.9951,0.69,0.7931034482758621,0.7379679144385026,0.9965690008823894,10000.0,0.01
KNN,0.9983,0.85,0.9770114942528736,0.9090909090909092,0.999453289596501,10000.0,0.01
CBLOF,0.9893,0.4,0.45977011494252873,0.42780748663101603,0.9707257740039493,10000.0,0.01
OCSVM,0.9057,0.072,0.8275862068965517,0.13247470101195952,0.950000637732178,10000.0,0.01
MCD,0.9983,0.85,0.9770114942528736,0.9090909090909092,0.9995872133538799,10000.0,0.01
Feature Bagging,0.9969,0.78,0.896551724137931,0.8342245989304813,0.9985575657646815,10000.0,0.01
ABOD,0.9961,0.74,0.8505747126436781,0.7914438502673796,0.9982816016585675,10000.0,0.01
Isolation Forest,0.9919,0.53,0.6091954022988506,0.5668449197860963,0.991285099909442,10000.0,0.01
HBOS,0.9944,0.918918918918919,0.39080459770114945,0.5483870967741936,0.8113234566011658,10000.0,0.01
SOS,0.9829,0.08,0.09195402298850575,0.0855614973262032,0.5204393163047246,10000.0,0.01
LSCP,0.9975,0.81,0.9310344827586207,0.8663101604278076,0.9990712300462298,10000.0,0.01
GODE,0.9981,0.968,0.9938398357289527,0.9807497467071935,0.9998925063314418,10000.0,0.05
LOF,0.9207,0.194,0.19917864476386038,0.1965552178318136,0.6533005412889008,10000.0,0.05
KNN,0.9907,0.894,0.917864476386037,0.905775075987842,0.9968551626424533,10000.0,0.05
CBLOF,0.9675,0.662,0.6796714579055442,0.6707193515704154,0.976305416709567,10000.0,0.05
OCSVM,0.9247,0.367,0.7535934291581109,0.49361129791526565,0.9050068953518919,10000.0,0.05
MCD,0.9979,0.966,0.9917864476386037,0.9787234042553192,0.9998920746299617,10000.0,0.05
Feature Bagging,0.9231,0.218,0.22381930184804927,0.22087132725430597,0.6562153896828958,10000.0,0.05
ABOD,0.9811,0.798,0.8193018480492813,0.8085106382978724,0.9888651237224064,10000.0,0.05
Isolation Forest,0.9865,0.852,0.8747433264887063,0.8632218844984804,0.9954157619822523,10000.0,0.05
HBOS,0.9701,0.9607843137254902,0.4024640657084189,0.5672937771345876,0.8069520558811665,10000.0,0.05
SOS,0.9099,0.086,0.08829568788501027,0.08713272543059777,0.5097099376169776,10000.0,0.05
LSCP,0.9777,0.764,0.784394250513347,0.7740628166160082,0.9925894123916887,10000.0,0.05
GODE,0.9969,0.971,0.9979445015416238,0.9842878864673087,0.9999505878846274,10000.0,0.1
LOF,0.8313,0.143,0.14696813977389517,0.1449569183983781,0.4809085362389479,10000.0,0.1
KNN,0.9759,0.866,0.8900308324768756,0.8778509883426255,0.9909702774740754,10000.0,0.1
CBLOF,0.9611,0.792,0.8139773895169579,0.8028383172833249,0.9717255678436882,10000.0,0.1
OCSVM,0.9271,0.622,0.6392600205549845,0.6305119107957426,0.8834335181050432,10000.0,0.1
MCD,0.9967,0.97,0.9969167523124358,0.9832742017232641,0.999950701737428,10000.0,0.1
Feature Bagging,0.8327,0.15,0.15416238437821173,0.15205271160669032,0.4939051749627218,10000.0,0.1
ABOD,0.9595,0.784,0.8057553956834532,0.794728839330968,0.9754195219525847,10000.0,0.1
Isolation Forest,0.9695,0.834,0.8571428571428571,0.8454130765331981,0.9912894637999897,10000.0,0.1
HBOS,0.9038,0.5055499495459133,0.5149023638232272,0.510183299389002,0.7897618096948164,10000.0,0.1
SOS,0.8231,0.102,0.10483042137718397,0.10339584389254941,0.5045904879856263,10000.0,0.1
LSCP,0.9489,0.731,0.7512846865364851,0.7410035478966043,0.9812271533008601,10000.0,0.1
GODE,0.9923,0.9765,0.9848714069591528,0.9806678383128296,0.9994988586721699,10000.0,0.2
LOF,0.7093,0.269,0.2713061018658598,0.27014812955059,0.4975435142832827,10000.0,0.2
KNN,0.9285,0.817,0.8240040342914775,0.8204870700477027,0.9661805086279401,10000.0,0.2
CBLOF,0.9159,0.7855,0.7922339889056984,0.7888526236505146,0.9444705593151114,10000.0,0.2
OCSVM,0.8733,0.858,0.43267776096822996,0.5752598055648677,0.8739502812700519,10000.0,0.2
MCD,0.9967,0.9875,0.9959657085224407,0.9917147878483555,0.9998659555454241,10000.0,0.2
Feature Bagging,0.7001,0.246,0.2481089258698941,0.24704996233994478,0.508505532651839,10000.0,0.2
ABOD,0.8975,0.7395,0.745839636913767,0.7426562892292242,0.9265086024019433,10000.0,0.2
Isolation Forest,0.9543,0.8815,0.8890569843671206,0.8852623650514687,0.9875017856344225,10000.0,0.2
HBOS,0.8808,0.7378232110643416,0.6187594553706506,0.6730663741086123,0.8010152530763706,10000.0,0.2
SOS,0.6845,0.207,0.2087745839636914,0.20788350489580718,0.5012660627684073,10000.0,0.2
LSCP,0.8955,0.7345,0.740796772566818,0.7376349485312579,0.9578416037377957,10000.0,0.2
