,Accuracy,Precision,Recall,F1,AUC,N,Contamination
LOF,0.813,0.5,0.5347593582887701,0.516795865633075,0.7535305299577059,1000.0,0.2
KNN,0.943,0.825,0.8823529411764706,0.8527131782945736,0.9656254316553862,1000.0,0.2
CBLOF,0.893,0.7,0.7486631016042781,0.7235142118863048,0.9245417053101013,1000.0,0.2
OCSVM,0.889,0.88,0.47058823529411764,0.6132404181184669,0.8753477909110642,1000.0,0.2
MCD,0.987,0.935,1.0,0.9664082687338501,0.9999342239411699,1000.0,0.2
Feature Bagging,0.831,0.545,0.5828877005347594,0.5633074935400517,0.7634890252645842,1000.0,0.2
ABOD,0.903,0.725,0.7754010695187166,0.7493540051679586,0.929349935210582,1000.0,0.2
Isolation Forest,0.953,0.85,0.9090909090909091,0.8785529715762274,0.9873117982516724,1000.0,0.2
HBOS,0.865,0.678082191780822,0.5294117647058824,0.5945945945945946,0.8011787069742355,1000.0,0.2
SOS,0.707,0.235,0.25133689839572193,0.2428940568475452,0.5179535752576777,1000.0,0.2
LSCP,0.933,0.8,0.8556149732620321,0.82687338501292,0.9848517736514264,1000.0,0.2
GODE,0.999,1.0,0.9090909090909091,0.9523809523809523,1.0,2000.0,0.01
LOF,0.998,0.95,0.8636363636363636,0.9047619047619048,0.9999310598400588,2000.0,0.01
KNN,0.997,0.9,0.8181818181818182,0.8571428571428572,0.9995403989337256,2000.0,0.01
CBLOF,0.989,0.5,0.45454545454545453,0.47619047619047616,0.9932898244323927,2000.0,0.01
OCSVM,0.908,0.095,0.8636363636363636,0.17117117117117117,0.941952385329534,2000.0,0.01
MCD,0.999,1.0,0.9090909090909091,0.9523809523809523,1.0,2000.0,0.01
Feature Bagging,0.997,0.9,0.8181818181818182,0.8571428571428572,0.9996093390936668,2000.0,0.01
ABOD,0.998,0.95,0.8636363636363636,0.9047619047619048,0.9991956981340196,2000.0,0.01
Isolation Forest,0.992,0.65,0.5909090909090909,0.6190476190476191,0.9968517326960198,2000.0,0.01
HBOS,0.989,0.5,0.4090909090909091,0.45,0.7605363544443423,2000.0,0.01
SOS,0.984,0.25,0.22727272727272727,0.23809523809523808,0.6023071973526978,2000.0,0.01
LSCP,0.996,0.85,0.7727272727272727,0.8095238095238095,0.9996552992002942,2000.0,0.01
GODE,0.9945,0.89,1.0,0.9417989417989417,1.0,2000.0,0.05
LOF,0.9775,0.72,0.8089887640449438,0.761904761904762,0.9868531682335857,2000.0,0.05
KNN,0.9925,0.87,0.9775280898876404,0.9206349206349206,0.9980891232897653,2000.0,0.05
CBLOF,0.9755,0.7,0.7865168539325843,0.7407407407407408,0.9827433134014193,2000.0,0.05
OCSVM,0.9245,0.345,0.7752808988764045,0.4775086505190311,0.9125759206016028,2000.0,0.05
MCD,0.9945,0.89,1.0,0.9417989417989417,1.0,2000.0,0.05
Feature Bagging,0.9845,0.79,0.8876404494382022,0.8359788359788359,0.9943202864551179,2000.0,0.05
ABOD,0.9815,0.76,0.8539325842696629,0.8042328042328041,0.992850381293399,2000.0,0.05
Isolation Forest,0.9825,0.77,0.8651685393258427,0.8148148148148148,0.9962664408892338,2000.0,0.05
HBOS,0.96,0.5529411764705883,0.5280898876404494,0.5402298850574713,0.8111789227359052,2000.0,0.05
SOS,0.9115,0.06,0.06741573033707865,0.06349206349206349,0.534410479835841,2000.0,0.05
LSCP,0.9945,0.89,1.0,0.9417989417989417,0.998812316629331,2000.0,0.05
GODE,0.991,0.91,1.0,0.9528795811518325,0.99996675491725,2000.0,0.1
LOF,0.9,0.455,0.5,0.47643979057591623,0.8020980669495522,2000.0,0.1
KNN,0.981,0.86,0.945054945054945,0.9005235602094239,0.9935413871057435,2000.0,0.1
CBLOF,0.963,0.77,0.8461538461538461,0.8062827225130889,0.9735943374557237,2000.0,0.1
OCSVM,0.926,0.585,0.6428571428571429,0.612565445026178,0.8933588413786435,2000.0,0.1
MCD,0.991,0.91,1.0,0.9528795811518325,0.9999818663185001,2000.0,0.1
Feature Bagging,0.911,0.51,0.5604395604395604,0.5340314136125655,0.8167379924805668,2000.0,0.1
ABOD,0.955,0.73,0.8021978021978022,0.7643979057591622,0.9765319938587265,2000.0,0.1
Isolation Forest,0.974,0.825,0.9065934065934066,0.8638743455497382,0.9936411223539936,2000.0,0.1
HBOS,0.94,0.81,0.44505494505494503,0.574468085106383,0.7864940340187865,2000.0,0.1
SOS,0.832,0.115,0.12637362637362637,0.12041884816753927,0.5050018738137549,2000.0,0.1
LSCP,0.96,0.755,0.8296703296703297,0.7905759162303665,0.9933872508129935,2000.0,0.1
GODE,0.984,0.9225,0.9972972972972973,0.9584415584415584,0.9994810147570884,2000.0,0.2
LOF,0.72,0.2625,0.28378378378378377,0.27272727272727276,0.5850887083402421,2000.0,0.2
KNN,0.951,0.84,0.9081081081081082,0.8727272727272728,0.9784231470734539,2000.0,0.2
CBLOF,0.924,0.7725,0.8351351351351352,0.8025974025974025,0.9578046758414858,2000.0,0.2
OCSVM,0.887,0.86,0.4648648648648649,0.6035087719298247,0.8895606035483336,2000.0,0.2
MCD,0.984,0.9225,0.9972972972972973,0.9584415584415584,0.9997993699220693,2000.0,0.2
Feature Bagging,0.72,0.2625,0.28378378378378377,0.27272727272727276,0.5724821754269607,2000.0,0.2
ABOD,0.909,0.735,0.7945945945945946,0.7636363636363637,0.9358613828552478,2000.0,0.2
Isolation Forest,0.956,0.8525,0.9216216216216216,0.8857142857142857,0.9875891228651965,2000.0,0.2
HBOS,0.8615,0.6214099216710183,0.6432432432432432,0.6321381142098275,0.8129887249212402,2000.0,0.2
SOS,0.687,0.18,0.1945945945945946,0.18701298701298702,0.502760736196319,2000.0,0.2
LSCP,0.915,0.75,0.8108108108108109,0.7792207792207791,0.97197645498259,2000.0,0.2
GODE,0.9993333333333333,1.0,0.9375,0.967741935483871,1.0,3000.0,0.01
LOF,0.998,0.9333333333333333,0.875,0.9032258064516129,0.9995788409703504,3000.0,0.01
KNN,0.9966666666666667,0.8666666666666667,0.8125,0.8387096774193549,0.9990260697439354,3000.0,0.01
CBLOF,0.99,0.5333333333333333,0.5,0.5161290322580646,0.9764677392183289,3000.0,0.01
OCSVM,0.906,0.08333333333333333,0.78125,0.1506024096385542,0.9477868092991913,3000.0,0.01
MCD,0.9993333333333333,1.0,0.9375,0.967741935483871,1.0,3000.0,0.01
Feature Bagging,0.996,0.8333333333333334,0.78125,0.8064516129032259,0.9992419137466308,3000.0,0.01
ABOD,0.9953333333333333,0.8,0.75,0.7741935483870969,0.9947565700808626,3000.0,0.01
Isolation Forest,0.9933333333333333,0.7,0.65625,0.6774193548387096,0.9943669979784366,3000.0,0.01
HBOS,0.992,0.7,0.4375,0.5384615384615384,0.827045779986523,3000.0,0.01
SOS,0.9826666666666667,0.16666666666666666,0.15625,0.16129032258064516,0.5821049528301887,3000.0,0.01
LSCP,0.9973333333333333,0.9,0.84375,0.870967741935484,0.9993787904312669,3000.0,0.01
GODE,0.9986666666666667,1.0,0.974025974025974,0.9868421052631579,0.999970338867036,3000.0,0.05
LOF,0.9573333333333334,0.5866666666666667,0.5714285714285714,0.5789473684210527,0.8931286563050442,3000.0,0.05
KNN,0.9903333333333333,0.9194630872483222,0.8896103896103896,0.9042904290429042,0.9973202307179819,3000.0,0.05
CBLOF,0.9673333333333334,0.6866666666666666,0.6688311688311688,0.6776315789473684,0.9839282291847296,3000.0,0.05
OCSVM,0.9253333333333333,0.38333333333333336,0.7467532467532467,0.5066079295154186,0.9329635578757153,3000.0,0.05
MCD,0.9986666666666667,1.0,0.974025974025974,0.9868421052631579,0.9999771837438738,3000.0,0.05
Feature Bagging,0.9586666666666667,0.6,0.5844155844155844,0.5921052631578947,0.9157121866187221,3000.0,0.05
ABOD,0.978,0.7933333333333333,0.7727272727272727,0.7828947368421053,0.9897828805067034,3000.0,0.05
Isolation Forest,0.9826666666666667,0.84,0.8181818181818182,0.8289473684210527,0.9951971780854423,3000.0,0.05
HBOS,0.949,0.5033557046979866,0.487012987012987,0.49504950495049505,0.7609791824479104,3000.0,0.05
SOS,0.9086666666666666,0.1,0.09740259740259741,0.0986842105263158,0.5175776437195974,3000.0,0.05
LSCP,0.9866666666666667,0.88,0.8571428571428571,0.8684210526315789,0.996924368674193,3000.0,0.05
GODE,0.9983333333333333,0.9966666666666667,0.9867986798679867,0.9917081260364843,0.9998959851491267,3000.0,0.1
LOF,0.8583333333333333,0.2966666666666667,0.29372937293729373,0.29519071310116085,0.6784289107442446,3000.0,0.1
KNN,0.971,0.86,0.8514851485148515,0.8557213930348259,0.9884164167250986,3000.0,0.1
CBLOF,0.9616666666666667,0.8133333333333334,0.8052805280528053,0.8092868988391376,0.972319812626424,3000.0,0.1
OCSVM,0.919,0.6,0.594059405940594,0.5970149253731343,0.874132240810288,3000.0,0.1
MCD,0.9983333333333333,0.9966666666666667,0.9867986798679867,0.9917081260364843,0.9999131170069177,3000.0,0.1
Feature Bagging,0.8683333333333333,0.3466666666666667,0.3432343234323432,0.34494195688225543,0.6840812001111124,3000.0,0.1
ABOD,0.9463333333333334,0.7366666666666667,0.7293729372937293,0.7330016583747927,0.9655723080650669,3000.0,0.1
Isolation Forest,0.9736666666666667,0.8733333333333333,0.8646864686468647,0.868988391376451,0.9912443969647243,3000.0,0.1
HBOS,0.9293333333333333,0.6936170212765957,0.5379537953795379,0.6059479553903346,0.8217913559987812,3000.0,0.1
SOS,0.8256666666666667,0.13333333333333333,0.132013201320132,0.13266998341625205,0.500760532115503,3000.0,0.1
LSCP,0.9603333333333334,0.8066666666666666,0.7986798679867987,0.8026533996683249,0.9904159492701216,3000.0,0.1
GODE,0.994,0.9983333333333333,0.9724025974025974,0.9851973684210527,0.9998311252505883,3000.0,0.2
LOF,0.672,0.19333333333333333,0.18831168831168832,0.1907894736842105,0.5115304682733375,3000.0,0.2
KNN,0.9253333333333333,0.8266666666666667,0.8051948051948052,0.8157894736842106,0.9594319271332694,3000.0,0.2
CBLOF,0.9233333333333333,0.8216666666666667,0.8003246753246753,0.8108552631578947,0.9496930292861501,3000.0,0.2
OCSVM,0.8633333333333333,0.8433333333333334,0.4107142857142857,0.5524017467248908,0.8626884860106335,3000.0,0.2
MCD,0.9946666666666667,1.0,0.974025974025974,0.9868421052631579,0.9999632288852087,3000.0,0.2
Feature Bagging,0.6786666666666666,0.21,0.20454545454545456,0.20723684210526316,0.5194777956942387,3000.0,0.2
ABOD,0.8906666666666667,0.74,0.7207792207792207,0.7302631578947368,0.9171267595659374,3000.0,0.2
Isolation Forest,0.9433333333333334,0.8716666666666667,0.849025974025974,0.8601973684210527,0.9844941656497864,3000.0,0.2
HBOS,0.8576666666666667,0.6620926243567753,0.6266233766233766,0.6438698915763136,0.818322093175281,3000.0,0.2
SOS,0.6866666666666666,0.23,0.22402597402597402,0.22697368421052633,0.5018916695720388,3000.0,0.2
LSCP,0.8953333333333333,0.7516666666666667,0.7321428571428571,0.7417763157894738,0.961163574261309,3000.0,0.2
GODE,0.99975,0.975,1.0,0.9873417721518987,1.0,4000.0,0.01
LOF,0.99775,0.875,0.8974358974358975,0.8860759493670887,0.999236142129351,4000.0,0.01
KNN,0.99925,0.95,0.9743589743589743,0.9620253164556962,0.9999126094809003,4000.0,0.01
CBLOF,0.98925,0.45,0.46153846153846156,0.45569620253164556,0.9790068553007205,4000.0,0.01
OCSVM,0.90825,0.09,0.9230769230769231,0.16400911161731205,0.9748315304992912,4000.0,0.01
MCD,0.99975,0.975,1.0,0.9873417721518987,1.0,4000.0,0.01
Feature Bagging,0.99825,0.9,0.9230769230769231,0.9113924050632911,0.9995403906032535,4000.0,0.01
ABOD,0.99625,0.8,0.8205128205128205,0.810126582278481,0.9982068760155102,4000.0,0.01
Isolation Forest,0.99225,0.6,0.6153846153846154,0.6075949367088608,0.9941610186497841,4000.0,0.01
HBOS,0.98775,0.375,0.38461538461538464,0.37974683544303806,0.8101198221117434,4000.0,0.01
SOS,0.98325,0.15,0.15384615384615385,0.1518987341772152,0.5350177046718324,4000.0,0.01
LSCP,0.99725,0.85,0.8717948717948718,0.8607594936708861,0.9999287929103632,4000.0,0.01
GODE,0.9955,0.915,0.9945652173913043,0.953125,0.9999473042566768,4000.0,0.05
LOF,0.9505,0.465,0.5054347826086957,0.48437500000000006,0.8347333310545986,4000.0,0.05
KNN,0.9895,0.855,0.9293478260869565,0.890625,0.9977269619907028,4000.0,0.05
CBLOF,0.9705,0.665,0.7228260869565217,0.6927083333333334,0.9775530375535502,4000.0,0.05
OCSVM,0.9275,0.3675,0.7989130434782609,0.5034246575342466,0.9188542521192234,4000.0,0.05
MCD,0.9955,0.915,0.9945652173913043,0.953125,0.9999444558381186,4000.0,0.05
Feature Bagging,0.9525,0.485,0.5271739130434783,0.5052083333333334,0.8606639093975026,4000.0,0.05
ABOD,0.9795,0.755,0.8206521739130435,0.7864583333333334,0.9882274860997174,4000.0,0.05
Isolation Forest,0.985,0.81,0.8804347826086957,0.84375,0.995546497584541,4000.0,0.05
HBOS,0.97225,0.9294117647058824,0.42934782608695654,0.587360594795539,0.8242397570868654,4000.0,0.05
SOS,0.9145,0.105,0.11413043478260869,0.10937499999999999,0.529377164798104,4000.0,0.05
LSCP,0.9835,0.795,0.8641304347826086,0.8281249999999999,0.9970134331419196,4000.0,0.05
GODE,0.996,0.9625,0.9974093264248705,0.9796437659033079,0.9999627241212212,4000.0,0.1
LOF,0.846,0.2125,0.22020725388601037,0.21628498727735368,0.5950556414175155,4000.0,0.1
KNN,0.973,0.8475,0.8782383419689119,0.8625954198473282,0.9894111414734295,4000.0,0.1
CBLOF,0.9705,0.835,0.8652849740932642,0.8498727735368956,0.9808660046852913,4000.0,0.1
OCSVM,0.929,0.6275,0.6502590673575129,0.6386768447837149,0.8987938385839753,4000.0,0.1
MCD,0.996,0.9625,0.9974093264248705,0.9796437659033079,0.9999634409650439,4000.0,0.1
Feature Bagging,0.848,0.2225,0.23056994818652848,0.22646310432569974,0.5981022276638633,4000.0,0.1
ABOD,0.9495,0.73,0.7564766839378239,0.7430025445292621,0.9703878985293233,4000.0,0.1
Isolation Forest,0.983,0.8975,0.9300518134715026,0.9134860050890585,0.9962924837491505,4000.0,0.1
HBOS,0.94275,0.8792270531400966,0.47150259067357514,0.6138279932546374,0.7865314364689994,4000.0,0.1
SOS,0.827,0.1175,0.12176165803108809,0.11959287531806616,0.5130838334513736,4000.0,0.1
LSCP,0.9595,0.78,0.8082901554404145,0.7938931297709924,0.987468853135905,4000.0,0.1
GODE,0.99275,0.995,0.9695493300852619,0.9821098087600247,0.9996521018146262,4000.0,0.2
LOF,0.69075,0.24,0.23386114494518878,0.23689080814312152,0.5154299358725558,4000.0,0.2
KNN,0.92125,0.81625,0.7953714981729598,0.8056755089450957,0.9641751077315774,4000.0,0.2
CBLOF,0.92125,0.81625,0.7953714981729598,0.8056755089450957,0.9532801089978808,4000.0,0.2
OCSVM,0.86075,0.83,0.4043848964677223,0.5438165438165439,0.8497604751645524,4000.0,0.2
MCD,0.99425,0.99875,0.9732034104750305,0.985811227637261,0.9999540222662502,4000.0,0.2
Feature Bagging,0.69175,0.2425,0.23629719853836784,0.2393584207279457,0.516833789343051,4000.0,0.2
ABOD,0.88975,0.7375,0.7186358099878197,0.727945712523134,0.9195121455930918,4000.0,0.2
Isolation Forest,0.95125,0.89125,0.8684531059683313,0.879703886489821,0.9879239482306045,4000.0,0.2
HBOS,0.867,0.7121879588839941,0.5907429963459196,0.6458055925432756,0.7934523109366852,4000.0,0.2
SOS,0.67925,0.21125,0.20584652862362973,0.20851326341764342,0.5052864815117785,4000.0,0.2
LSCP,0.89225,0.74375,0.7247259439707674,0.7341147439851944,0.961826986554195,4000.0,0.2
GODE,0.996,0.6,1.0,0.7499999999999999,0.9999798792756539,5000.0,0.01
LOF,0.996,0.6,1.0,0.7499999999999999,0.9998993963782697,5000.0,0.01
KNN,0.9962,0.6122448979591837,1.0,0.759493670886076,0.9995875251509054,5000.0,0.01
CBLOF,0.9888,0.24,0.4,0.3,0.9761368209255533,5000.0,0.01
OCSVM,0.9056,0.058,0.9666666666666667,0.10943396226415095,0.9920321931589537,5000.0,0.01
MCD,0.996,0.6,1.0,0.7499999999999999,0.9999932930918847,5000.0,0.01
Feature Bagging,0.996,0.6,1.0,0.7499999999999999,0.99962441314554,5000.0,0.01
ABOD,0.9956,0.58,0.9666666666666667,0.725,0.9991482226693494,5000.0,0.01
Isolation Forest,0.9916,0.38,0.6333333333333333,0.4750000000000001,0.9930985915492958,5000.0,0.01
HBOS,0.9952,0.6875,0.36666666666666664,0.47826086956521735,0.7393762575452716,5000.0,0.01
SOS,0.9876,0.18,0.3,0.225,0.6436217303822938,5000.0,0.01
LSCP,0.996,0.6,1.0,0.7499999999999999,0.9996981891348088,5000.0,0.01
GODE,0.9974,0.992,0.9575289575289575,0.9744597249508842,0.9998509673683688,5000.0,0.05
LOF,0.9342,0.36,0.3474903474903475,0.35363457760314343,0.7701941251825242,5000.0,0.05
KNN,0.9862,0.88,0.8494208494208494,0.8644400785854617,0.9957904389458914,5000.0,0.05
CBLOF,0.9626,0.644,0.6216216216216216,0.6326129666011787,0.9752288220965715,5000.0,0.05
OCSVM,0.9206,0.362,0.6988416988416989,0.47694334650856385,0.9136408834784704,5000.0,0.05
MCD,0.9978,0.996,0.9613899613899614,0.9783889980353633,0.9998672550876727,5000.0,0.05
Feature Bagging,0.9402,0.42,0.40540540540540543,0.412573673870334,0.7843481532576662,5000.0,0.05
ABOD,0.9778,0.796,0.7683397683397684,0.7819253438113949,0.9831804866607651,5000.0,0.05
Isolation Forest,0.9818,0.836,0.806949806949807,0.8212180746561887,0.9932332670151697,5000.0,0.05
HBOS,0.9558,0.5989583333333334,0.444015444015444,0.5099778270509979,0.7652813418474671,5000.0,0.05
SOS,0.9094,0.112,0.10810810810810811,0.1100196463654224,0.5061799678969052,5000.0,0.05
LSCP,0.9786,0.804,0.7760617760617761,0.7897838899803536,0.9931314687695199,5000.0,0.05
GODE,0.9958,0.96,0.997920997920998,0.9785932721712539,0.9999457131566005,5000.0,0.1
LOF,0.8334,0.148,0.15384615384615385,0.15086646279306828,0.5460552557255367,5000.0,0.1
KNN,0.9726,0.844,0.8773388773388774,0.8603465851172273,0.9895051570200939,5000.0,0.1
CBLOF,0.9618,0.79,0.8212058212058212,0.8053007135575942,0.973055323354062,5000.0,0.1
OCSVM,0.9274,0.618,0.6424116424116424,0.6299694189602446,0.8947000858928278,5000.0,0.1
MCD,0.9962,0.962,1.0,0.9806320081549439,0.9999654956503816,5000.0,0.1
Feature Bagging,0.8374,0.168,0.17463617463617465,0.1712538226299694,0.533923066341743,5000.0,0.1
ABOD,0.949,0.726,0.7546777546777547,0.7400611620795108,0.9668311987409134,5000.0,0.1
Isolation Forest,0.9758,0.86,0.893970893970894,0.8766564729867482,0.9946371039533244,5000.0,0.1
HBOS,0.9294,0.693939393939394,0.4760914760914761,0.5647348951911221,0.7875222150504293,5000.0,0.1
SOS,0.8282,0.122,0.12681912681912683,0.12436289500509684,0.5067483606983496,5000.0,0.1
LSCP,0.9462,0.712,0.7401247401247402,0.72579001019368,0.9826199290682583,5000.0,0.1
GODE,0.991,0.989,0.9667644183773216,0.9777558082056352,0.9992719623662059,5000.0,0.2
LOF,0.6786,0.208,0.20332355816226785,0.20563519525457244,0.48674207091558475,5000.0,0.2
KNN,0.9294,0.835,0.8162267839687195,0.8255066732575382,0.9672120066727771,5000.0,0.2
CBLOF,0.9158,0.801,0.782991202346041,0.7918932278793872,0.9480003667225354,5000.0,0.2
OCSVM,0.8666,0.856,0.41837732160312807,0.562048588312541,0.8636303417180559,5000.0,0.2
MCD,0.995,0.999,0.9765395894428153,0.9876421156697973,0.9999675553789127,5000.0,0.2
Feature Bagging,0.683,0.219,0.21407624633431085,0.21651013346515077,0.4843266671926628,5000.0,0.2
ABOD,0.897,0.754,0.7370478983382209,0.745427582797825,0.9263885621895793,5000.0,0.2
Isolation Forest,0.9434,0.87,0.8504398826979472,0.8601087493821058,0.9862914102128293,5000.0,0.2
HBOS,0.8598,0.6930455635491607,0.5650048875855328,0.6225094238018309,0.7987634666684365,5000.0,0.2
SOS,0.6774,0.205,0.20039100684261973,0.20266930301532377,0.5004971155011305,5000.0,0.2
LSCP,0.8914,0.74,0.7233626588465298,0.731586752347998,0.9584593327567039,5000.0,0.2
GODE,0.9978333333333333,0.7833333333333333,1.0,0.8785046728971964,0.9999714072289673,6000.0,0.01
LOF,0.9978333333333333,0.7833333333333333,1.0,0.8785046728971964,0.9995353674707192,6000.0,0.01
KNN,0.9978333333333333,0.7833333333333333,1.0,0.8785046728971964,0.9996479515066603,6000.0,0.01
CBLOF,0.9891666666666666,0.35,0.44680851063829785,0.3925233644859813,0.9779263807627836,6000.0,0.01
OCSVM,0.9051666666666667,0.065,0.8297872340425532,0.12055641421947451,0.9326354314470444,6000.0,0.01
MCD,0.9978333333333333,0.7833333333333333,1.0,0.8785046728971964,0.9999857036144836,6000.0,0.01
Feature Bagging,0.9978333333333333,0.7833333333333333,1.0,0.8785046728971964,0.9995282192779611,6000.0,0.01
ABOD,0.9958333333333333,0.6833333333333333,0.8723404255319149,0.766355140186916,0.9986918807252556,6000.0,0.01
Isolation Forest,0.9921666666666666,0.5,0.6382978723404256,0.5607476635514019,0.9935058668792063,6000.0,0.01
HBOS,0.9943333333333333,0.782608695652174,0.3829787234042553,0.5142857142857143,0.7863154997837671,6000.0,0.01
SOS,0.9848333333333333,0.13333333333333333,0.1702127659574468,0.14953271028037382,0.578992891122302,6000.0,0.01
LSCP,0.9975,0.7666666666666667,0.9787234042553191,0.8598130841121495,0.999696201807778,6000.0,0.01
GODE,0.998,0.99,0.9705882352941176,0.9801980198019802,0.9999684336912379,6000.0,0.05
LOF,0.9296666666666666,0.30666666666666664,0.3006535947712418,0.3036303630363036,0.7198679495214548,6000.0,0.05
KNN,0.989,0.9,0.8823529411764706,0.8910891089108911,0.9963770486534387,6000.0,0.05
CBLOF,0.962,0.63,0.6176470588235294,0.6237623762376239,0.9759906655555326,6000.0,0.05
OCSVM,0.921,0.36,0.7058823529411765,0.4768211920529802,0.8961382351793311,6000.0,0.05
MCD,0.9983333333333333,0.9933333333333333,0.9738562091503268,0.9834983498349835,0.9999810602147428,6000.0,0.05
Feature Bagging,0.9346666666666666,0.3566666666666667,0.34967320261437906,0.35313531353135313,0.7186615425938553,6000.0,0.05
ABOD,0.9786666666666667,0.7966666666666666,0.7810457516339869,0.7887788778877887,0.9871800611123738,6000.0,0.05
Isolation Forest,0.986,0.87,0.8529411764705882,0.8613861386138614,0.9957328089882481,6000.0,0.05
HBOS,0.968,0.9453125,0.3954248366013072,0.5576036866359447,0.7884262415890135,6000.0,0.05
SOS,0.907,0.08,0.0784313725490196,0.0792079207920792,0.5191441053648951,6000.0,0.05
LSCP,0.9786666666666667,0.7966666666666666,0.7810457516339869,0.7887788778877887,0.9932958899518125,6000.0,0.05
GODE,0.9965,0.995,0.9707317073170731,0.982716049382716,0.9999456484815544,6000.0,0.1
LOF,0.8311666666666667,0.16833333333333333,0.16422764227642275,0.16625514403292183,0.5071881392908637,6000.0,0.1
KNN,0.9718333333333333,0.8716666666666667,0.8504065040650407,0.8609053497942388,0.9892903352431853,6000.0,0.1
CBLOF,0.9631666666666666,0.8283333333333334,0.808130081300813,0.8181069958847736,0.9674458560741597,6000.0,0.1
OCSVM,0.9258333333333333,0.6416666666666667,0.6260162601626016,0.6337448559670783,0.8826873806342521,6000.0,0.1
MCD,0.9968333333333333,0.9966666666666667,0.9723577235772358,0.9843621399176954,0.9999553109737225,6000.0,0.1
Feature Bagging,0.8365,0.195,0.1902439024390244,0.19259259259259262,0.5205039593571423,6000.0,0.1
ABOD,0.9525,0.775,0.7560975609756098,0.7654320987654322,0.9691881241932198,6000.0,0.1
Isolation Forest,0.9735,0.88,0.8585365853658536,0.8691358024691358,0.9938338202323527,6000.0,0.1
HBOS,0.9261666666666667,0.7047619047619048,0.4813008130081301,0.5719806763285025,0.7955285307727729,6000.0,0.1
SOS,0.8215,0.12,0.11707317073170732,0.11851851851851852,0.5050711476474097,6000.0,0.1
